time flux flux_err alternate_err
1413.385376 0.994167 0.230716 0.0008823529411764695
1413.4646 0.994524 0.235805 0.0008823529411764695
1413.524048 0.994901 0.217205 0.0008823529411764695
1413.596069 0.994813 0.227679 0.0008823529411764695
1413.673828 0.994576 0.228206 0.0008963191911764297
1413.736816 0.994377 0.231728 0.0009113714705882301
1413.806396 0.994216 0.225327 0.0009279990441176128
1413.881714 0.994357 0.216443 0.0009459978308823598
1413.951538 0.993578 0.233453 0.0009626837132352878
1414.019653 0.994007 0.234103 0.0009789611948529473
1414.085083 0.993199 0.219302 0.0009926470588235287
1414.169556 0.99278 0.242377 0.0009926470588235287
1414.234985 0.991807 0.233111 0.0009926470588235287
1414.310425 0.991126 0.226073 0.0009926470588235287
1414.37146 0.991272 0.2273 0.0009926470588235287
1414.451538 0.990733 0.229081 0.0009926470588235287
1414.52124 0.990616 0.23972 0.0009926470588235287
1414.585693 0.990097 0.238819 0.0009926470588235287
1414.664795 0.989855 0.238459 0.0009926470588235287
1414.725098 0.989634 0.228353 0.0009926470588235287
1414.796387 0.98937 0.23286 0.0009926470588235287
1414.869873 0.988706 0.230181 0.0009888682720588023
1414.940918 0.989224 0.237015 0.0009775498284313674
1415.008301 0.989005 0.234947 0.0009668147916666535
1415.079224 0.988712 0.233188 0.0009555681512604953
1415.151489 0.988965 0.232453 0.0009457000315125927
1415.224121 0.988999 0.219315 0.0009357817962184894
1415.294922 0.98914 0.223616 0.0009261135924369654
1415.361938 0.988946 0.239718 0.0009169622478991552
1415.430298 0.989297 0.229623 0.0009076273739495833
1415.502686 0.989533 0.233521 0.0008977424579831965
1415.573486 0.989238 0.22918 0.0008880743907563167
1415.64502 0.98964 0.233329 0.0008914178823528774
1415.713745 0.989543 0.23367 0.0009124396470587887
1415.783936 0.989697 0.23658 0.0009339098352940925
1415.854736 0.989301 0.231861 0.0009555663058823191
1415.920776 0.989609 0.216284 0.0009757667764705355
1415.994141 0.99005 0.220907 0.0009982078352940578
1416.063965 0.990155 0.234254 0.001019565764705872
1416.137207 0.99029 0.242625 0.001041969199999973
1416.206055 0.990422 0.219906 0.0010630285882353055
1416.278442 0.990644 0.23328 0.0010851704941176412
1416.338501 0.990687 0.245141 0.0011035414823529102
1416.386963 0.991114 0.197235 0.001118365152941139
1416.491577 0.990764 0.234457 0.0011503647294117568
1416.561768 0.991079 0.22885 0.0011718349176470604
1416.634277 0.991538 0.233289 0.0011284999356616964
1416.704468 0.991584 0.233426 0.001069792389705999
1416.773193 0.991658 0.234621 0.0010123110018382935
1416.820679 0.99118 0.203836 0.0009725938511030628
1417.545166 0.991428 0.237545 0.0008916650959079295
1417.619507 0.990706 0.222676 0.0008885754763427122
1417.685059 0.990225 0.228819 0.0008858511285166337
1417.758179 0.989238 0.222105 0.0008828122538363264
1417.8302 0.988178 0.228786 0.0008740273109243772
1417.892822 0.987855 0.223596 0.0008654759873949753
1417.9646 0.986741 0.228258 0.0008556743697479158
1418.038818 0.985672 0.237284 0.0008455703018575929
1418.107666 0.984733 0.227102 0.0008421065866873085
1418.155396 0.983783 0.195363 0.0008397053095975252
1418.253784 0.982928 0.213283 0.0008347554489164166
1418.317383 0.982065 0.216419 0.0008315558088235341
1418.390259 0.980469 0.222898 0.0008278894465944344
1418.458862 0.979456 0.230526 0.0008244380572755523
1418.535767 0.978464 0.210352 0.0008205689976780229
1418.598511 0.977245 0.210248 0.0008174123722910343
1418.683716 0.97539 0.197178 0.000813125743034064
1418.740234 0.974396 0.222024 0.000810282345201242
1418.81189 0.973882 0.221912 0.0008042927287581933
1418.886597 0.97257 0.236906 0.0007963581617647293
1418.947998 0.971257 0.225673 0.0007898368137254958
1419.024536 0.969598 0.212454 0.0007817077777778034
1419.095215 0.968755 0.238897 0.0007742010212418382
1419.165405 0.968694 0.21335 0.0007720588235294104
1419.240723 0.967924 0.225046 0.0007720588235294104
1419.30835 0.967255 0.231463 0.0007720588235294104
1419.381226 0.966038 0.221589 0.0007720588235294104
1419.459229 0.96569 0.230857 0.0007689172660427736
1419.521606 0.965002 0.237508 0.0007634968048128298
1419.583618 0.964308 0.231996 0.0007581080614973333
1419.659302 0.963514 0.222707 0.0007515312433155033
1419.728638 0.962842 0.231017 0.0007455060561497262
1419.799561 0.962478 0.235447 0.0007393429612299408
1419.871216 0.962339 0.229291 0.0007293049999999927
1419.938232 0.962265 0.239782 0.0007132901470588272
1420.008789 0.961815 0.221796 0.000696429099264711
1420.082153 0.961999 0.232849 0.0006788972610294003
1420.148804 0.962987 0.236697 0.000662969632352965
1420.219238 0.963412 0.230746 0.0006617647058823513
1420.289673 0.963912 0.22998 0.0006617647058823513
1420.359741 0.964575 0.22768 0.0006617647058823513
1420.401611 0.965029 0.197552 0.0006617647058823513
1420.506592 0.966181 0.228575 0.0006581758823529507
1420.571167 0.967289 0.22641 0.0006530320404411767
1420.640381 0.968257 0.220312 0.0006475186703431463
1420.708862 0.96899 0.225202 0.0006420636887254966
1420.781494 0.970644 0.221907 0.0006362780514705844
1420.847168 0.971972 0.220508 0.0006310466666666662
1420.924683 0.973835 0.229351 0.0006250000000000006
1420.994019 0.974967 0.227545 0.0006250000000000006
1421.063599 0.976501 0.219651 0.0006250000000000006
1421.136475 0.97795 0.229237 0.0006250000000000006
1421.206299 0.979507 0.226074 0.0006250000000000006
1421.272583 0.980511 0.202059 0.0006250000000000006
1421.346558 0.981589 0.224407 0.0006250000000000006
1421.415894 0.983435 0.229989 0.0006250000000000006
1421.489014 0.984714 0.214853 0.0006250000000000006
1421.558105 0.985982 0.223326 0.0006170654936974717
1421.626587 0.98666 0.217326 0.0006077139600840413
1421.694702 0.988055 0.213653 0.0005984125420168115
1421.768555 0.989559 0.22429 0.000588327573529405
1421.823975 0.990258 0.207231 0.0005807597163865612
1421.907837 0.991652 0.228593 0.0005693079726890907
1421.979004 0.99257 0.215829 0.0005595897899159753
1422.046753 0.993835 0.216048 0.0005514705882352922
1422.107056 0.994612 0.219662 0.0005514705882352922
1422.19397 0.99573 0.223446 0.0005514705882352922
1422.263184 0.995793 0.202726 0.0005514705882352922
1422.323975 0.995976 0.206084 0.0005514705882352922
1422.404297 0.997271 0.216611 0.0005514705882352922
1422.471069 0.998376 0.208527 0.0005514705882352922
1422.527832 0.999051 0.207812 0.0005514705882352922
1422.606079 0.997832 0.207725 0.0005514705882352922
1422.67627 0.99782 0.212732 0.0005514705882352922
1422.739624 0.997735 0.206687 0.0005514705882352922
1422.823975 0.99701 0.209112 0.0005514705882352922
1422.894653 0.996712 0.206412 0.0005514705882352922
1422.956177 0.996277 0.214416 0.0005514705882352922
1423.03833 0.995964 0.226227 0.0005514705882352922
1423.110229 0.996085 0.227951 0.0005514705882352922
1423.168945 0.995555 0.206844 0.0005685363970587568
1423.232056 0.994634 0.209253 0.000588645294117648
1423.32312 0.99405 0.21975 0.0006176607843137368
1423.388916 0.993795 0.209677 0.0006567921241830958
1423.453613 0.99335 0.211376 0.000704892017973767
1423.5271 0.992575 0.219707 0.0007595269607842785
1423.597534 0.991541 0.211515 0.0008118921078430558
1423.662964 0.991422 0.209603 0.0008605369607842836
1423.731079 0.991452 0.218445 0.000919413749999808
1423.807007 0.990797 0.213712 0.000991991985294212
1423.880737 0.989569 0.221683 0.0010734883333332653
1423.944946 0.989468 0.217869 0.0011553233333333167
1424.020996 0.988912 0.210702 0.0012269900653593647
1424.096436 0.988948 0.233238 0.0012910894117646606
1424.154053 0.988679 0.220278 0.0013400450326796441
1424.234131 0.988399 0.222321 0.0014080851633985693
1424.296997 0.988444 0.225438 0.0014615007189541177
1424.368042 0.987995 0.229193 0.0015282754411764478
1424.447021 0.987675 0.241838 0.0016395615294115893
1424.518799 0.987382 0.239934 0.00174933964705868
1424.590942 0.987205 0.246939 0.001851635735294143
1424.658203 0.986865 0.243146 0.0019159293382352521
1424.725342 0.986821 0.24292 0.001980106323529379
1424.797485 0.98671 0.237116 0.0020490665441177196
1424.864014 0.986032 0.242441 0.0020955882352941164
1424.940186 0.986004 0.2599 0.002175266691176383
1425.007324 0.985868 0.236706 0.0022715307352938452
1425.074341 0.985617 0.236325 0.002367621286764524
1425.150757 0.986177 0.235562 0.0024771883455881843
1425.223755 0.986443 0.239775 0.002566824632352797
1425.292847 0.986684 0.241624 0.002632868455882216
1425.365601 0.986502 0.24183 0.002702412720588182
1425.431274 0.986905 0.24204 0.002769106102941243
1425.503418 0.98707 0.242346 0.002872547867647074
1425.571655 0.987616 0.239648 0.002970387683823456
1425.642822 0.988205 0.245484 0.003025184889705876
1425.714478 0.98838 0.248437 0.0030765559191176816
1425.784424 0.988701 0.243457 0.003152344852941032
1425.848145 0.988544 0.242011 0.0032284820772057058
1425.925415 0.988921 0.249509 0.0032876586764705343
1425.998047 0.989242 0.243289 0.0033154297352941163
1426.059204 0.989383 0.242329 0.003338813294117603
1426.135864 0.989438 0.245552 0.0033962947647059273
1426.208496 0.989475 0.245211 0.0034587796470587555
1426.280884 0.989447 0.245568 0.003521054617647017
1426.345337 0.989317 0.248648 0.003576503154411674
1426.419556 0.989103 0.255992 0.0036403533235293793
1426.488403 0.988284 0.253522 0.003681606455882347
1426.562744 0.988116 0.251158 0.003695818705882352
1426.627319 0.987384 0.248198 0.003708163926470568
1426.703247 0.987132 0.252357 0.0037289757598038802
1426.769043 0.986337 0.250555 0.003749940171568611
1426.843994 0.985458 0.262839 0.0037738216176470556
1426.9104 0.984968 0.258107 0.0037960073529411374
1426.977661 0.984068 0.247063 0.0038201174540440424
1427.054565 0.983245 0.23648 0.0038476841452205106
1427.126465 0.98223 0.242151 0.003873457123161731
1427.187134 0.980808 0.243331 0.0038952042830881824
1427.260742 0.979787 0.238322 0.003912154626696781
1427.332642 0.978522 0.249636 0.00392801492081446
1427.397217 0.977553 0.243229 0.0039422594061085505
1427.473145 0.975971 0.246661 0.003959008229637957
1427.544678 0.974823 0.248492 0.003974787567873261
1427.607666 0.973595 0.247161 0.003988681979637997
1427.68457 0.972433 0.249357 0.004005646097285008
1427.754395 0.97144 0.24388 0.004023538803475876
1427.828979 0.969618 0.249966 0.0040429824933154385
1427.896851 0.968666 0.258933 0.004060676397058775
1427.962646 0.968047 0.24693 0.004077828836898343
1428.03833 0.966988 0.245612 0.004097559291443834
1428.109009 0.965484 0.251353 0.004115984966577506
1428.173706 0.964618 0.246251 0.004131584154411746
1428.248657 0.964464 0.253749 0.004149495238970593
1428.320557 0.963256 0.250408 0.004166677224264699
1428.391968 0.962715 0.26526 0.004183742352941155
1428.456787 0.962013 0.243699 0.004195204329044129
1428.533325 0.961231 0.251953 0.004204349494485306
1428.598145 0.961468 0.24727 0.004212094531249989
1428.667969 0.961258 0.252216 0.004220437472426475
1428.725952 0.96098 0.243654 0.004227365588235288
1429.027466 0.96188 0.250601 0.004315204932126683
1429.093872 0.961988 0.245917 0.004334736108597246
1429.164062 0.962517 0.247113 0.004355380226244346
1429.234375 0.963453 0.244788 0.004375
1429.296631 0.96389 0.24534 0.004375
1429.378052 0.965006 0.252241 0.004375
1429.435547 0.965919 0.243117 0.004375
1429.507324 0.96731 0.244907 0.004375
1429.584961 0.968756 0.252123 0.004375
1429.65332 0.97015 0.252069 0.004375
1429.720947 0.971489 0.244699 0.004375
1429.794434 0.972767 0.244099 0.004375
1429.863647 0.974054 0.243921 0.004375
1429.93689 0.975188 0.250012 0.004375
1430.006104 0.976839 0.252482 0.004375
1430.075684 0.977734 0.248447 0.004375
1430.14209 0.979157 0.245884 0.004375
1430.212524 0.981019 0.243974 0.004375
1430.282593 0.982105 0.239554 0.004375
1430.361084 0.983726 0.248252 0.004375
1430.423584 0.984267 0.249917 0.004375
1430.503662 0.985627 0.249661 0.004375
1430.572388 0.98729 0.240739 0.004375
1430.644165 0.988106 0.252351 0.004375
1430.709229 0.988971 0.248107 0.004366912610294159
1430.779297 0.989192 0.241334 0.004333424227941179
1430.852173 0.990474 0.24001 0.004295716985294095
1430.920532 0.991615 0.244809 0.004230373823529375
1430.991699 0.992805 0.24728 0.0040758567647062515
1431.064697 0.99351 0.247952 0.003920432205882335
1431.129761 0.994355 0.233001 0.0037960451470590378
1431.209106 0.995791 0.240661 0.00364435617647064
1431.274658 0.996497 0.239386 0.0035274266764705724
1431.348877 0.997445 0.23882 0.0033997263382354787
1431.421753 0.997532 0.237633 0.0032743367499998327
1431.481201 0.997853 0.225095 0.003179459191176466
1431.555542 0.998839 0.228853 0.003073949246323573
1431.625244 0.999353 0.226502 0.0030156506985294204
1431.703003 0.999522 0.222215 0.0029506132996323163
1431.765259 0.99937 0.228848 0.0028985425643382277
1431.838867 0.998934 0.233052 0.0028369770496323794
1431.913452 0.998434 0.227545 0.0028094393137255017
1431.981934 0.998447 0.225249 0.002796067220588216
1432.052246 0.997609 0.22203 0.002802788220588224
1432.119263 0.997306 0.228453 0.00280919425735294
1432.19397 0.99741 0.222879 0.0028163353676470596
1432.264038 0.997012 0.226593 0.0028230330441176496
1432.329468 0.996173 0.225559 0.0028292873823529347
1432.400879 0.995821 0.222508 0.0028701154595588622
1432.472656 0.995478 0.22305 0.0029215732352940614
1432.543213 0.995503 0.225979 0.002950027872899142
1432.616577 0.994878 0.224577 0.002965055162815122
1432.682617 0.994993 0.2223 0.002978582263655441
1432.759033 0.994074 0.22207 0.0029942347006302493
1432.824951 0.994236 0.22501 0.0030077368119747865
1432.894287 0.993806 0.228182 0.0030219390388655436
1432.967773 0.993685 0.226824 0.0030369913182773057
1433.035522 0.993212 0.223205 0.0030508684768907114
1433.109375 0.993585 0.228408 0.0028881835937500495
1433.181885 0.993566 0.233481 0.002862191957720656
1433.249512 0.993576 0.228528 0.0028379506617647325
1433.312622 0.993736 0.228361 0.0027953307142859164
1433.389648 0.992957 0.223659 0.0027322211764706466
1433.456909 0.993071 0.21404 0.0026771123739496956
1433.533569 0.993648 0.219733 0.0026143027100841805
1433.603394 0.993336 0.212564 0.002537881691176645
1433.670166 0.993685 0.214565 0.0024634178186275
1433.739624 0.993674 0.221422 0.002385958529411898
1433.812012 0.993636 0.217965 0.0023120473529411405
1433.884521 0.993907 0.235384 0.0022794117647058805
1433.949097 0.994502 0.218057 0.0022794117647058805
1434.002319 0.995274 0.202542 0.0022794117647058805
